GENE,TYPE,
gene:plasmid:90807,PLASMID,
gene:plasmid:90808,PLASMID,
gene:plasmid:90809,PLASMID,
gene:plasmid:90831,PLASMID,
gene:plasmid:90835,PLASMID,
gene:plasmid:90838,PLASMID,
gene:plasmid:90842,PLASMID,
gene:plasmid:90843,PLASMID,
gene:plasmid:90845,PLASMID,
gene:plasmid:90846,PLASMID,
gene:plasmid:90848,PLASMID,
gene:plasmid:90849,PLASMID,
gene:plasmid:90853,PLASMID,
gene:plasmid:90854,PLASMID,
gene:plasmid:90855,PLASMID,
gene:plasmid:90856,PLASMID,
gene:plasmid:90857,PLASMID,
gene:plasmid:90859,PLASMID,
gene:plasmid:90860,PLASMID,
gene:plasmid:90862,PLASMID,
gene:plasmid:90864,PLASMID,
gene:plasmid:90865,PLASMID,
gene:plasmid:90867,PLASMID,
gene:plasmid:90868,PLASMID,
gene:plasmid:90869,PLASMID,
gene:plasmid:90870,PLASMID,
gene:plasmid:90874,PLASMID,
gene:plasmid:90881,PLASMID,
gene:plasmid:90885,PLASMID,
gene:plasmid:90887,PLASMID,
gene:plasmid:90888,IS,
gene:plasmid:90890,PLASMID,
gene:plasmid:90892,PLASMID,
gene:plasmid:90894,PLASMID,
gene:plasmid:90895,PLASMID,
gene:plasmid:90897,PLASMID,
gene:plasmid:90900,PLASMID,
gene:plasmid:90901,PLASMID,
gene:plasmid:90902,PLASMID,
gene:plasmid:90903,PLASMID,
gene:plasmid:90904,PLASMID,
gene:plasmid:90905,PLASMID,
gene:plasmid:90906,PLASMID,
gene:plasmid:90907,PLASMID,
gene:plasmid:90913,PLASMID,
gene:plasmid:90915,PLASMID,
gene:plasmid:90917,PLASMID,
gene:plasmid:90918,PLASMID,
gene:plasmid:90919,PLASMID,
gene:plasmid:90922,PLASMID,
gene:plasmid:90925,PLASMID,
gene:plasmid:90929,PLASMID,
gene:plasmid:90930,PLASMID,
gene:plasmid:90933,PLASMID,
gene:plasmid:90937,PLASMID,
gene:plasmid:90939,PLASMID,
gene:plasmid:90940,PLASMID,
gene:plasmid:90941,PLASMID,
gene:plasmid:90948,PLASMID,
gene:plasmid:90950,PLASMID,
gene:plasmid:90954,PLASMID,
gene:plasmid:90957,PLASMID,
gene:plasmid:90958,PLASMID,
gene:plasmid:90960,PLASMID,
gene:plasmid:90962,PLASMID,
gene:plasmid:90964,PLASMID,
gene:plasmid:90966,PLASMID,
gene:plasmid:90967,PLASMID,
gene:plasmid:90968,PLASMID,
gene:plasmid:90970,PLASMID,
gene:plasmid:90973,PLASMID,
gene:plasmid:90983,PLASMID,
gene:plasmid:90984,PLASMID,
gene:plasmid:90985,PLASMID,
gene:plasmid:90986,PLASMID,
gene:plasmid:90998,PLASMID,
gene:plasmid:91005,IS,
gene:plasmid:91025,IS,
gene:plasmid:91026,TE,
gene:plasmid:91048,IS,
gene:plasmid:91056,TE,
gene:plasmid:91084,PLASMID,
gene:plasmid:91089,PLASMID,
gene:plasmid:91107,IS,
gene:plasmid:91118,PLASMID,
gene:plasmid:91119,IS,
gene:plasmid:91145,PLASMID,
gene:plasmid:91174,AMR,
gene:plasmid:91190,PLASMID,
gene:plasmid:91198,IS,
gene:plasmid:91209,PLASMID,
gene:plasmid:91211,PLASMID,
gene:plasmid:91215,PLASMID,
gene:plasmid:91220,PLASMID,
gene:plasmid:91221,PLASMID,
gene:plasmid:91222,PLASMID,
gene:plasmid:91227,PLASMID,
gene:plasmid:91228,PLASMID,
gene:plasmid:91229,PLASMID,
gene:plasmid:91231,PLASMID,
gene:plasmid:91243,PLASMID,
gene:plasmid:91247,PLASMID,
gene:plasmid:91251,PLASMID,
gene:plasmid:91254,PLASMID,
gene:plasmid:91295,PLASMID,
gene:plasmid:91296,PLASMID,
gene:plasmid:91305,PLASMID,
gene:plasmid:91307,PLASMID,
gene:plasmid:91311,PLASMID,
gene:plasmid:91312,PLASMID,
gene:plasmid:91313,PLASMID,
gene:plasmid:91314,PLASMID,
gene:plasmid:91333,PLASMID,
gene:plasmid:91337,PLASMID,
gene:plasmid:91361,PLASMID,
gene:plasmid:91362,PLASMID,
gene:plasmid:91363,PLASMID,
gene:plasmid:91364,PLASMID,
gene:plasmid:91366,PLASMID,
gene:plasmid:91371,PLASMID,
gene:plasmid:91372,PLASMID,
gene:plasmid:91383,PLASMID,
gene:plasmid:91384,PLASMID,
gene:plasmid:91390,VIRUS,
gene:plasmid:91393,IS,
gene:plasmid:91395,PLASMID,
gene:plasmid:91403,PLASMID,
gene:plasmid:91404,PLASMID,
gene:plasmid:91405,PLASMID,
gene:plasmid:91406,PLASMID,
gene:plasmid:91407,PLASMID,
gene:plasmid:91412,PLASMID,
gene:plasmid:91421,PLASMID,
gene:plasmid:91426,PLASMID,
gene:plasmid:91433,PLASMID,
gene:plasmid:91435,PLASMID,
gene:plasmid:91436,PLASMID,
gene:plasmid:91439,PLASMID,
gene:plasmid:91442,PLASMID,
gene:plasmid:91443,PLASMID,
gene:plasmid:91445,PLASMID,
gene:plasmid:91446,PLASMID,
gene:plasmid:91448,PLASMID,
gene:plasmid:91450,PLASMID,
gene:plasmid:91453,PLASMID,
gene:plasmid:91457,PLASMID,
gene:plasmid:91459,PLASMID,
gene:plasmid:91461,PLASMID,
gene:plasmid:91462,PLASMID,
gene:plasmid:91471,PLASMID,
gene:plasmid:91474,PLASMID,
gene:plasmid:91475,PLASMID,
gene:plasmid:91478,PLASMID,
gene:plasmid:91480,PLASMID,
gene:plasmid:91483,PLASMID,
gene:plasmid:91484,PLASMID,
gene:plasmid:91487,PLASMID,
gene:plasmid:91489,PLASMID,
gene:plasmid:91491,PLASMID,
gene:plasmid:91496,PLASMID,
gene:plasmid:91500,PLASMID,
gene:plasmid:91503,PLASMID,
gene:plasmid:91504,PLASMID,
gene:plasmid:91508,PLASMID,
gene:plasmid:91509,PLASMID,
gene:plasmid:91512,PLASMID,
gene:plasmid:91515,PLASMID,
gene:plasmid:91516,PLASMID,
gene:plasmid:91517,PLASMID,
gene:plasmid:91518,PLASMID,
gene:plasmid:91519,PLASMID,
gene:plasmid:91524,PLASMID,
gene:plasmid:91527,PLASMID,
gene:plasmid:91529,PLASMID,
gene:plasmid:91538,AMR,
gene:plasmid:91543,PLASMID,
gene:plasmid:91553,IS,
gene:plasmid:91581,PLASMID,
gene:plasmid:91605,PLASMID,
gene:plasmid:91616,IS,
gene:plasmid:91636,IS,
gene:plasmid:91662,PLASMID,
gene:plasmid:91709,IS,
gene:plasmid:91744,PLASMID,
gene:plasmid:91754,PLASMID,
gene:plasmid:91761,PLASMID,
gene:plasmid:91790,AMR,
gene:plasmid:91794,PLASMID,
gene:plasmid:91812,AMR,
gene:plasmid:91918,PLASMID,
gene:plasmid:91922,PLASMID,
gene:plasmid:91950,PLASMID,
gene:plasmid:91953,PLASMID,
gene:plasmid:91966,PLASMID,
gene:plasmid:91991,PLASMID,
gene:plasmid:92028,IS,
gene:plasmid:92029,IS,
gene:plasmid:92043,PLASMID,
gene:plasmid:92044,PLASMID,
gene:plasmid:92141,PLASMID,
gene:plasmid:92147,PLASMID,
gene:plasmid:92150,IS,
gene:plasmid:92151,TE,
gene:plasmid:92165,PLASMID,
gene:plasmid:92170,PLASMID,
gene:plasmid:92175,PLASMID,
gene:plasmid:92176,PLASMID,
gene:plasmid:92200,PLASMID,
gene:plasmid:92203,PLASMID,
gene:plasmid:92205,PLASMID,
gene:plasmid:92206,PLASMID,
gene:plasmid:92212,PLASMID,
gene:plasmid:92214,PLASMID,
gene:plasmid:92216,PLASMID,
gene:plasmid:92218,PLASMID,
gene:plasmid:92220,PLASMID,
gene:plasmid:92233,PLASMID,
gene:plasmid:92235,PLASMID,
gene:plasmid:92258,PLASMID,
gene:plasmid:92259,PLASMID,
gene:plasmid:92264,IS,
gene:plasmid:92265,PLASMID,
gene:plasmid:92267,PLASMID,
gene:plasmid:92269,PLASMID,
gene:plasmid:92272,PLASMID,
gene:plasmid:92278,PLASMID,
gene:plasmid:92284,PLASMID,
gene:plasmid:92289,PLASMID,
gene:plasmid:92291,PLASMID,
gene:plasmid:92294,PLASMID,
gene:plasmid:92295,PLASMID,
gene:plasmid:92299,PLASMID,
gene:plasmid:92300,PLASMID,
gene:plasmid:92301,PLASMID,
gene:plasmid:92302,PLASMID,
gene:plasmid:92303,PLASMID,
gene:plasmid:92306,PLASMID,
gene:plasmid:92415,PLASMID,
gene:plasmid:92418,AMR,
gene:plasmid:92419,AMR,
gene:plasmid:92420,PLASMID,
gene:plasmid:92482,PLASMID,
gene:plasmid:92483,IS,
gene:plasmid:92485,PLASMID,
gene:plasmid:92486,PLASMID,
gene:plasmid:92489,PLASMID,
gene:plasmid:92490,IS,
gene:plasmid:92494,PLASMID,
gene:plasmid:92495,PLASMID,
gene:plasmid:92497,PLASMID,
gene:plasmid:92499,PLASMID,
gene:plasmid:92502,PLASMID,
gene:plasmid:92504,PLASMID,
gene:plasmid:92506,PLASMID,
gene:plasmid:92509,PLASMID,
gene:plasmid:92510,PLASMID,
gene:plasmid:92513,PLASMID,
gene:plasmid:92515,PLASMID,
gene:plasmid:92516,PLASMID,
gene:plasmid:92523,IS,
gene:plasmid:92526,PLASMID,
gene:plasmid:92528,PLASMID,
gene:plasmid:92532,PLASMID,
gene:plasmid:92536,PLASMID,
gene:plasmid:92537,PLASMID,
gene:plasmid:92539,PLASMID,
gene:plasmid:92541,PLASMID,
gene:plasmid:92542,PLASMID,
gene:plasmid:92545,PLASMID,
gene:plasmid:92546,PLASMID,
gene:plasmid:92547,PLASMID,
gene:plasmid:92550,PLASMID,
gene:plasmid:92551,PLASMID,
gene:plasmid:92552,PLASMID,
gene:plasmid:92554,PLASMID,
gene:plasmid:92556,PLASMID,
gene:plasmid:92561,PLASMID,
gene:plasmid:92564,PLASMID,
gene:plasmid:92567,PLASMID,
gene:plasmid:92569,PLASMID,
gene:plasmid:92570,PLASMID,
gene:plasmid:92573,PLASMID,
gene:plasmid:92574,PLASMID,
gene:plasmid:92582,PLASMID,
gene:plasmid:92583,PLASMID,
gene:plasmid:92584,PLASMID,
gene:plasmid:92585,PLASMID,
gene:plasmid:92586,PLASMID,
gene:plasmid:92588,PLASMID,
gene:plasmid:92591,PLASMID,
gene:plasmid:92593,PLASMID,
gene:plasmid:92594,PLASMID,
gene:plasmid:92599,PLASMID,
gene:plasmid:92605,PLASMID,
gene:plasmid:92606,PLASMID,
gene:plasmid:92607,PLASMID,
gene:plasmid:92609,PLASMID,
gene:plasmid:92610,PLASMID,
gene:plasmid:92611,PLASMID,
gene:plasmid:92612,PLASMID,
gene:plasmid:92614,PLASMID,
gene:plasmid:92616,PLASMID,
gene:plasmid:92617,PLASMID,
gene:plasmid:92620,PLASMID,
gene:plasmid:92622,PLASMID,
gene:plasmid:92623,PLASMID,
gene:plasmid:92624,PLASMID,
gene:plasmid:92625,PLASMID,
gene:plasmid:92626,PLASMID,
gene:plasmid:92628,PLASMID,
gene:plasmid:92629,PLASMID,
gene:plasmid:92630,PLASMID,
gene:plasmid:92631,PLASMID,
gene:plasmid:92632,PLASMID,
gene:plasmid:92635,PLASMID,
gene:plasmid:92636,PLASMID,
gene:plasmid:92643,PLASMID,
gene:plasmid:92646,PLASMID,
gene:plasmid:92648,PLASMID,
gene:plasmid:92649,PLASMID,
gene:plasmid:92651,PLASMID,
gene:plasmid:92653,PLASMID,
gene:plasmid:92654,IS,
gene:plasmid:92656,PLASMID,
gene:plasmid:92659,PLASMID,
gene:plasmid:92661,PLASMID,
gene:plasmid:92662,PLASMID,
gene:plasmid:92663,PLASMID,
gene:plasmid:92664,PLASMID,
gene:plasmid:92667,IS,
gene:plasmid:92670,PLASMID,
gene:plasmid:92676,PLASMID,
gene:plasmid:92684,PLASMID,
gene:plasmid:92686,PLASMID,
gene:plasmid:92704,PLASMID,
gene:plasmid:92705,PLASMID,
gene:plasmid:92706,PLASMID,
gene:plasmid:92707,PLASMID,
gene:plasmid:92708,PLASMID,
gene:plasmid:92709,PLASMID,
gene:plasmid:92710,PLASMID,
gene:plasmid:92711,PLASMID,
gene:plasmid:92712,PLASMID,
gene:plasmid:92713,PLASMID,
gene:plasmid:92714,PLASMID,
gene:plasmid:92715,PLASMID,
gene:plasmid:92716,PLASMID,
gene:plasmid:92717,PLASMID,
gene:plasmid:92718,PLASMID,
gene:plasmid:92719,PLASMID,
gene:plasmid:92720,PLASMID,
gene:plasmid:92721,PLASMID,
gene:plasmid:92722,PLASMID,
gene:plasmid:92723,PLASMID,
gene:plasmid:92724,PLASMID,
gene:plasmid:92725,PLASMID,
gene:plasmid:92726,PLASMID,
gene:plasmid:92727,PLASMID,
gene:plasmid:92728,PLASMID,
gene:plasmid:92730,PLASMID,
gene:plasmid:92731,PLASMID,
gene:plasmid:92732,PLASMID,
gene:plasmid:92733,PLASMID,
gene:plasmid:92734,PLASMID,
gene:plasmid:92735,PLASMID,
gene:plasmid:92736,PLASMID,
gene:plasmid:92737,PLASMID,
gene:plasmid:92738,PLASMID,
gene:plasmid:92739,PLASMID,
gene:plasmid:92740,PLASMID,
gene:plasmid:92741,PLASMID,
gene:plasmid:92743,PLASMID,
gene:plasmid:92744,PLASMID,
gene:plasmid:92745,PLASMID,
gene:plasmid:92746,PLASMID,
gene:plasmid:92747,PLASMID,
gene:plasmid:92748,PLASMID,
gene:plasmid:92749,PLASMID,
gene:plasmid:92750,PLASMID,
gene:plasmid:92752,PLASMID,
gene:plasmid:92753,PLASMID,
gene:plasmid:92754,PLASMID,
gene:plasmid:92755,PLASMID,
gene:plasmid:92757,PLASMID,
gene:plasmid:92759,PLASMID,
gene:plasmid:92760,PLASMID,
gene:plasmid:92761,PLASMID,
gene:plasmid:92762,PLASMID,
gene:plasmid:92763,PLASMID,
gene:plasmid:92764,PLASMID,
gene:plasmid:92765,PLASMID,
gene:plasmid:92766,PLASMID,
gene:plasmid:92767,PLASMID,
gene:plasmid:92768,PLASMID,
gene:plasmid:92769,PLASMID,
gene:plasmid:92770,PLASMID,
gene:plasmid:92771,PLASMID,
gene:plasmid:92772,PLASMID,
gene:plasmid:92774,PLASMID,
gene:plasmid:92777,PLASMID,
gene:plasmid:92778,PLASMID,
gene:plasmid:92779,PLASMID,
gene:plasmid:92780,PLASMID,
gene:plasmid:92781,PLASMID,
gene:plasmid:92782,PLASMID,
gene:plasmid:92783,PLASMID,
gene:plasmid:92784,PLASMID,
gene:plasmid:92786,PLASMID,
gene:plasmid:92788,PLASMID,
gene:plasmid:92789,PLASMID,
gene:plasmid:92790,PLASMID,
gene:plasmid:92791,PLASMID,
gene:plasmid:92792,PLASMID,
gene:plasmid:92793,PLASMID,
gene:plasmid:92794,PLASMID,
gene:plasmid:92795,PLASMID,
gene:plasmid:92796,PLASMID,
gene:plasmid:92799,PLASMID,
gene:plasmid:92800,PLASMID,
gene:plasmid:92801,PLASMID,
gene:plasmid:92802,PLASMID,
gene:plasmid:92803,PLASMID,
gene:plasmid:92804,PLASMID,
gene:plasmid:92805,PLASMID,
gene:plasmid:92806,PLASMID,
gene:plasmid:92808,PLASMID,
gene:plasmid:92809,PLASMID,
gene:plasmid:92810,PLASMID,
gene:plasmid:92811,PLASMID,
gene:plasmid:92812,PLASMID,
gene:plasmid:92813,PLASMID,
gene:plasmid:92814,PLASMID,
gene:plasmid:92815,PLASMID,
gene:plasmid:92816,PLASMID,
gene:plasmid:92817,PLASMID,
gene:plasmid:92818,PLASMID,
gene:plasmid:92819,PLASMID,
gene:plasmid:92820,PLASMID,
gene:plasmid:92821,PLASMID,
gene:plasmid:92822,PLASMID,
gene:plasmid:92823,PLASMID,
gene:plasmid:92824,PLASMID,
gene:plasmid:92825,PLASMID,
gene:plasmid:92826,PLASMID,
gene:plasmid:92827,PLASMID,
gene:plasmid:92828,PLASMID,
gene:plasmid:92829,PLASMID,
gene:plasmid:92830,PLASMID,
gene:plasmid:92831,PLASMID,
gene:plasmid:92832,PLASMID,
gene:plasmid:92833,PLASMID,
gene:plasmid:92834,PLASMID,
gene:plasmid:92835,PLASMID,
gene:plasmid:92836,PLASMID,
gene:plasmid:92837,PLASMID,
gene:plasmid:92838,PLASMID,
gene:plasmid:92839,PLASMID,
gene:plasmid:92840,PLASMID,
gene:plasmid:92841,PLASMID,
gene:plasmid:92842,PLASMID,
gene:plasmid:92844,PLASMID,
gene:plasmid:92845,PLASMID,
gene:plasmid:92846,PLASMID,
gene:plasmid:92847,PLASMID,
gene:plasmid:92848,PLASMID,
gene:plasmid:92849,PLASMID,
gene:plasmid:92850,PLASMID,
gene:plasmid:92851,PLASMID,
gene:plasmid:92852,PLASMID,
gene:plasmid:92853,PLASMID,
gene:plasmid:92854,PLASMID,
gene:plasmid:92855,PLASMID,
gene:plasmid:92856,PLASMID,
gene:plasmid:92857,PLASMID,
gene:plasmid:92858,PLASMID,
gene:plasmid:92859,PLASMID,
gene:plasmid:92860,PLASMID,
gene:plasmid:92861,PLASMID,
gene:plasmid:92862,PLASMID,
gene:plasmid:92863,PLASMID,
gene:plasmid:92865,PLASMID,
gene:plasmid:92866,PLASMID,
gene:plasmid:92867,PLASMID,
gene:plasmid:92868,PLASMID,
gene:plasmid:92870,PLASMID,
gene:plasmid:92871,PLASMID,
gene:plasmid:92872,PLASMID,
gene:plasmid:92873,PLASMID,
gene:plasmid:92874,PLASMID,
gene:plasmid:92875,PLASMID,
gene:plasmid:92877,PLASMID,
gene:plasmid:92878,PLASMID,
gene:plasmid:92879,PLASMID,
gene:plasmid:92880,PLASMID,
gene:plasmid:92881,PLASMID,
gene:plasmid:92882,PLASMID,
gene:plasmid:92883,PLASMID,
gene:plasmid:92884,PLASMID,
gene:plasmid:92885,PLASMID,
gene:plasmid:92886,PLASMID,
gene:plasmid:92887,PLASMID,
gene:plasmid:92888,PLASMID,
gene:plasmid:92889,PLASMID,
gene:plasmid:92890,PLASMID,
gene:plasmid:92891,PLASMID,
gene:plasmid:92892,PLASMID,
gene:plasmid:92893,PLASMID,
gene:plasmid:92894,PLASMID,
gene:plasmid:92895,PLASMID,
gene:plasmid:92896,PLASMID,
gene:plasmid:92897,PLASMID,
gene:plasmid:92898,PLASMID,
gene:plasmid:92899,PLASMID,
gene:plasmid:92900,PLASMID,
gene:plasmid:92901,PLASMID,
gene:plasmid:92902,PLASMID,
gene:plasmid:92903,PLASMID,
gene:plasmid:92904,PLASMID,
gene:plasmid:92905,PLASMID,
gene:plasmid:92906,PLASMID,
gene:plasmid:92907,PLASMID,
gene:plasmid:92908,PLASMID,
gene:plasmid:92909,PLASMID,
gene:plasmid:92910,PLASMID,
gene:plasmid:92911,PLASMID,
gene:plasmid:92912,PLASMID,
gene:plasmid:92913,PLASMID,
gene:plasmid:92914,PLASMID,
gene:plasmid:92915,PLASMID,
gene:plasmid:92917,PLASMID,
gene:plasmid:92918,PLASMID,
gene:plasmid:92919,PLASMID,
gene:plasmid:92920,PLASMID,
gene:plasmid:92921,PLASMID,
gene:plasmid:92922,PLASMID,
gene:plasmid:92923,PLASMID,
gene:plasmid:92924,PLASMID,
gene:plasmid:92925,PLASMID,
gene:plasmid:92926,PLASMID,
gene:plasmid:92927,PLASMID,
gene:plasmid:92928,PLASMID,
gene:plasmid:92929,PLASMID,
gene:plasmid:92930,PLASMID,
gene:plasmid:92931,PLASMID,
gene:plasmid:92932,PLASMID,
gene:plasmid:92933,PLASMID,
gene:plasmid:92934,PLASMID,
gene:plasmid:92935,PLASMID,
gene:plasmid:92936,PLASMID,
gene:plasmid:92937,PLASMID,
gene:plasmid:92938,PLASMID,
gene:plasmid:92939,PLASMID,
gene:plasmid:92940,PLASMID,
gene:plasmid:92941,PLASMID,
gene:plasmid:92942,PLASMID,
gene:plasmid:92943,PLASMID,
gene:plasmid:92944,PLASMID,
gene:plasmid:92945,PLASMID,
gene:plasmid:92946,PLASMID,
gene:plasmid:92947,PLASMID,
gene:plasmid:92948,PLASMID,
gene:plasmid:92949,PLASMID,
gene:plasmid:92950,PLASMID,
gene:plasmid:92951,PLASMID,
gene:plasmid:92952,PLASMID,
gene:plasmid:92954,PLASMID,
gene:plasmid:92955,PLASMID,
gene:plasmid:92956,PLASMID,
gene:plasmid:92957,PLASMID,
gene:plasmid:92959,PLASMID,
gene:plasmid:92960,PLASMID,
gene:plasmid:92961,PLASMID,
gene:plasmid:92963,PLASMID,
gene:plasmid:92964,PLASMID,
gene:plasmid:92965,PLASMID,
gene:plasmid:92966,PLASMID,
gene:plasmid:92967,PLASMID,
gene:plasmid:92968,PLASMID,
gene:plasmid:92969,PLASMID,
gene:plasmid:92970,PLASMID,
gene:plasmid:92973,PLASMID,
gene:plasmid:92974,PLASMID,
gene:plasmid:92975,PLASMID,
gene:plasmid:92976,PLASMID,
gene:plasmid:92977,PLASMID,
gene:plasmid:92978,PLASMID,
gene:plasmid:92979,PLASMID,
gene:plasmid:92980,PLASMID,
gene:plasmid:92983,PLASMID,
gene:plasmid:92985,PLASMID,
gene:plasmid:92986,PLASMID,
gene:plasmid:92987,PLASMID,
gene:plasmid:92988,PLASMID,
gene:plasmid:92989,PLASMID,
gene:plasmid:92990,PLASMID,
gene:plasmid:92998,PLASMID,
gene:plasmid:93000,PLASMID,
gene:plasmid:93005,PLASMID,
gene:plasmid:93008,PLASMID,
gene:plasmid:93009,PLASMID,
gene:plasmid:93011,PLASMID,
gene:plasmid:93012,PLASMID,
gene:plasmid:93015,PLASMID,
gene:plasmid:93016,PLASMID,
gene:plasmid:93017,PLASMID,
gene:plasmid:93018,PLASMID,
gene:plasmid:93019,PLASMID,
gene:plasmid:93021,PLASMID,
gene:plasmid:93022,PLASMID,
gene:plasmid:93024,PLASMID,
gene:plasmid:93025,PLASMID,
gene:plasmid:93026,PLASMID,
gene:plasmid:93027,PLASMID,
gene:plasmid:93028,PLASMID,
gene:plasmid:93029,PLASMID,
gene:plasmid:93030,PLASMID,
gene:plasmid:93031,PLASMID,
gene:plasmid:93033,PLASMID,
gene:plasmid:93034,PLASMID,
gene:plasmid:93035,PLASMID,
gene:plasmid:93036,PLASMID,
gene:plasmid:93037,PLASMID,
gene:plasmid:93038,PLASMID,
gene:plasmid:93042,PLASMID,
gene:plasmid:93043,PLASMID,
gene:plasmid:93044,PLASMID,
gene:plasmid:93045,PLASMID,
gene:plasmid:93047,PLASMID,
gene:plasmid:93049,PLASMID,
gene:plasmid:93051,PLASMID,
gene:plasmid:93053,PLASMID,
gene:plasmid:93054,PLASMID,
gene:plasmid:93055,PLASMID,
gene:plasmid:93056,PLASMID,
gene:plasmid:93057,PLASMID,
gene:plasmid:93058,PLASMID,
gene:plasmid:93059,PLASMID,
gene:plasmid:93060,PLASMID,
gene:plasmid:93061,PLASMID,
gene:plasmid:93062,PLASMID,
gene:plasmid:93063,PLASMID,
gene:plasmid:93064,PLASMID,
gene:plasmid:93065,PLASMID,
gene:plasmid:93066,PLASMID,
gene:plasmid:93067,PLASMID,
gene:plasmid:93068,PLASMID,
gene:plasmid:93069,PLASMID,
gene:plasmid:93070,PLASMID,
gene:plasmid:93071,PLASMID,
gene:plasmid:93072,PLASMID,
gene:plasmid:93073,PLASMID,
gene:plasmid:93074,PLASMID,
gene:plasmid:93075,PLASMID,
gene:plasmid:93076,PLASMID,
gene:plasmid:93077,PLASMID,
gene:plasmid:93079,PLASMID,
gene:plasmid:93080,PLASMID,
gene:plasmid:93081,PLASMID,
gene:plasmid:93082,PLASMID,
gene:plasmid:93086,PLASMID,
gene:plasmid:93087,PLASMID,
gene:plasmid:93088,PLASMID,
gene:plasmid:93089,PLASMID,
gene:plasmid:93090,PLASMID,
gene:plasmid:93091,PLASMID,
gene:plasmid:93092,PLASMID,
gene:plasmid:93093,PLASMID,
gene:plasmid:93094,PLASMID,
gene:plasmid:93095,PLASMID,
gene:plasmid:93096,PLASMID,
gene:plasmid:93098,PLASMID,
gene:plasmid:93099,PLASMID,
gene:plasmid:93102,PLASMID,
gene:plasmid:93107,PLASMID,
gene:plasmid:93108,PLASMID,
gene:plasmid:93109,PLASMID,
gene:plasmid:93110,PLASMID,
gene:plasmid:93111,PLASMID,
gene:plasmid:93113,PLASMID,
gene:plasmid:93115,PLASMID,
gene:plasmid:93116,PLASMID,
gene:plasmid:93117,PLASMID,
gene:plasmid:93119,PLASMID,
gene:plasmid:93122,PLASMID,
gene:plasmid:93123,PLASMID,
gene:plasmid:93124,PLASMID,
gene:plasmid:93125,PLASMID,
gene:plasmid:93126,PLASMID,
gene:plasmid:93127,PLASMID,
gene:plasmid:93128,PLASMID,
gene:plasmid:93130,PLASMID,
gene:plasmid:93131,PLASMID,
gene:plasmid:93132,PLASMID,
gene:plasmid:93133,PLASMID,
gene:plasmid:93134,PLASMID,
gene:plasmid:93136,PLASMID,
gene:plasmid:93139,PLASMID,
gene:plasmid:93140,PLASMID,
gene:plasmid:93144,PLASMID,
gene:plasmid:93148,IS,
gene:plasmid:93151,PLASMID,
gene:plasmid:93152,PLASMID,
gene:plasmid:93153,PLASMID,
gene:plasmid:93155,PLASMID,
gene:plasmid:93159,IS,
gene:plasmid:93160,TE,
gene:plasmid:93165,PLASMID,
gene:plasmid:93166,PLASMID,
gene:plasmid:93169,PLASMID,
gene:plasmid:93170,IS,
gene:plasmid:93171,PLASMID,
gene:plasmid:93176,PLASMID,
gene:plasmid:93177,PLASMID,
gene:plasmid:93178,PLASMID,
gene:plasmid:93179,PLASMID,
gene:plasmid:93183,PLASMID,
gene:plasmid:93187,PLASMID,
gene:plasmid:93189,PLASMID,
gene:plasmid:93191,PLASMID,
gene:plasmid:93196,PLASMID,
gene:plasmid:93197,IS,
gene:plasmid:93198,PLASMID,
gene:plasmid:93199,PLASMID,
gene:plasmid:93201,PLASMID,
gene:plasmid:93202,PLASMID,
gene:plasmid:93203,PLASMID,
gene:plasmid:93204,PLASMID,
gene:plasmid:93205,PLASMID,
gene:plasmid:93207,PLASMID,
gene:plasmid:93208,PLASMID,
gene:plasmid:93209,PLASMID,
gene:plasmid:93210,PLASMID,
gene:plasmid:93211,PLASMID,
gene:plasmid:93214,PLASMID,
gene:plasmid:93218,PLASMID,
gene:plasmid:93219,PLASMID,
gene:plasmid:93224,PLASMID,
gene:plasmid:93225,PLASMID,
gene:plasmid:93227,PLASMID,
gene:plasmid:93228,PLASMID,
gene:plasmid:93229,PLASMID,
gene:plasmid:93230,PLASMID,
gene:plasmid:93231,PLASMID,
gene:plasmid:93232,PLASMID,
gene:plasmid:93233,PLASMID,
gene:plasmid:93234,IS,
gene:plasmid:93236,PLASMID,
gene:plasmid:93237,PLASMID,
gene:plasmid:93238,PLASMID,
gene:plasmid:93239,PLASMID,
gene:plasmid:93240,PLASMID,
gene:plasmid:93243,PLASMID,
gene:plasmid:93244,PLASMID,
gene:plasmid:93245,PLASMID,
gene:plasmid:93247,PLASMID,
gene:plasmid:93250,PLASMID,
gene:plasmid:93251,PLASMID,
gene:plasmid:93252,PLASMID,
gene:plasmid:93254,PLASMID,
gene:plasmid:93255,PLASMID,
gene:plasmid:93257,PLASMID,
gene:plasmid:93258,PLASMID,
gene:plasmid:93262,PLASMID,
gene:plasmid:93264,PLASMID,
gene:plasmid:93265,PLASMID,
gene:plasmid:93266,PLASMID,
gene:plasmid:93267,PLASMID,
gene:plasmid:93268,PLASMID,
gene:plasmid:93271,PLASMID,
gene:plasmid:93272,VIRUS,
gene:plasmid:93273,PLASMID,
gene:plasmid:93274,PLASMID,
gene:plasmid:93283,PLASMID,
gene:plasmid:93292,PLASMID,
gene:plasmid:93294,PLASMID,
gene:plasmid:93295,PLASMID,
gene:plasmid:93296,PLASMID,
gene:plasmid:93297,PLASMID,
gene:plasmid:93298,PLASMID,
gene:plasmid:93299,PLASMID,
gene:plasmid:93300,PLASMID,
gene:plasmid:93301,TE,
gene:plasmid:93303,PLASMID,
