GENE,TYPE,DATABASE
gene:proph:159079,PROPHAGE,ACLAME
gene:proph:159080,PROPHAGE,ACLAME
gene:proph:159081,PROPHAGE,ACLAME
gene:proph:159082,PROPHAGE,ACLAME
gene:proph:159083,PROPHAGE,ACLAME
gene:proph:159084,PROPHAGE,ACLAME
gene:proph:159085,PROPHAGE,ACLAME
gene:proph:159086,PROPHAGE,ACLAME
gene:proph:159087,PROPHAGE,ACLAME
gene:proph:159088,PROPHAGE,ACLAME
gene:proph:159089,PROPHAGE,ACLAME
gene:proph:159090,PROPHAGE,ACLAME
gene:proph:159091,PROPHAGE,ACLAME
gene:proph:159092,PROPHAGE,ACLAME
gene:proph:159093,PROPHAGE,ACLAME
gene:proph:159094,PROPHAGE,ACLAME
gene:proph:159095,PROPHAGE,ACLAME
gene:proph:159096,PROPHAGE,ACLAME
gene:proph:159343,PROPHAGE,ACLAME
gene:proph:159396,PROPHAGE,ACLAME
gene:proph:159528,PROPHAGE,ACLAME
gene:proph:159587,PROPHAGE,ACLAME
gene:proph:159594,PROPHAGE,ACLAME
gene:proph:159608,PROPHAGE,ACLAME
gene:proph:159610,PROPHAGE,ACLAME
gene:proph:159611,PROPHAGE,ACLAME
gene:proph:159613,PROPHAGE,ACLAME
gene:proph:159625,PROPHAGE,ACLAME
gene:proph:159675,PROPHAGE,ACLAME
gene:proph:159774,PROPHAGE,ACLAME
gene:proph:159787,PROPHAGE,ACLAME
gene:proph:159788,PROPHAGE,ACLAME
gene:proph:159793,PROPHAGE,ACLAME
gene:proph:159804,PROPHAGE,ACLAME
gene:proph:159805,PROPHAGE,ACLAME
gene:proph:159822,PROPHAGE,ACLAME
gene:proph:159823,PROPHAGE,ACLAME
gene:proph:159855,PROPHAGE,ACLAME
gene:proph:159858,PROPHAGE,ACLAME
gene:proph:159859,PROPHAGE,ACLAME
gene:proph:159862,PROPHAGE,ACLAME
gene:proph:159863,PROPHAGE,ACLAME
gene:proph:159867,PROPHAGE,ACLAME
gene:proph:159868,PROPHAGE,ACLAME
gene:proph:159877,PROPHAGE,ACLAME
gene:proph:159878,PROPHAGE,ACLAME
gene:proph:159879,PROPHAGE,ACLAME
gene:proph:159880,PROPHAGE,ACLAME
gene:proph:159886,PROPHAGE,ACLAME
gene:proph:159887,PROPHAGE,ACLAME
gene:proph:159889,PROPHAGE,ACLAME
gene:proph:159890,PROPHAGE,ACLAME
gene:proph:159891,PROPHAGE,ACLAME
gene:proph:159900,PROPHAGE,ACLAME
gene:proph:159901,PROPHAGE,ACLAME
gene:proph:159914,PROPHAGE,ACLAME
gene:proph:159917,PROPHAGE,ACLAME
gene:proph:159918,PROPHAGE,ACLAME
gene:proph:159924,PROPHAGE,ACLAME
gene:proph:159925,PROPHAGE,ACLAME
gene:proph:159926,PROPHAGE,ACLAME
gene:proph:159927,PROPHAGE,ACLAME
gene:proph:159928,PROPHAGE,ACLAME
gene:proph:159930,PROPHAGE,ACLAME
gene:proph:159934,PROPHAGE,ACLAME
gene:proph:159935,PROPHAGE,ACLAME
gene:proph:159936,PROPHAGE,ACLAME
gene:proph:159944,PROPHAGE,ACLAME
gene:proph:159946,PROPHAGE,ACLAME
gene:proph:159947,PROPHAGE,ACLAME
gene:proph:159975,PROPHAGE,ACLAME
gene:proph:159985,VIRUS,ACLAME
gene:proph:159987,PROPHAGE,ACLAME
gene:proph:159991,PROPHAGE,ACLAME
gene:proph:160011,PROPHAGE,ACLAME
gene:proph:160016,PROPHAGE,ACLAME
gene:proph:160020,PROPHAGE,ACLAME
gene:proph:160139,PROPHAGE,ACLAME
gene:proph:160346,PROPHAGE,ACLAME
gene:proph:160358,PROPHAGE,ACLAME
gene:proph:160360,PROPHAGE,ACLAME
gene:proph:160367,PROPHAGE,ACLAME
gene:proph:160594,PROPHAGE,ACLAME
gene:proph:160595,PROPHAGE,ACLAME
gene:proph:160596,PROPHAGE,ACLAME
gene:proph:160597,PROPHAGE,ACLAME
gene:proph:160598,PROPHAGE,ACLAME
gene:proph:160599,PROPHAGE,ACLAME
gene:proph:160600,PROPHAGE,ACLAME
gene:proph:160601,PROPHAGE,ACLAME
gene:proph:160602,PROPHAGE,ACLAME
gene:proph:160603,PROPHAGE,ACLAME
gene:proph:160604,PROPHAGE,ACLAME
gene:proph:160605,PROPHAGE,ACLAME
gene:proph:160606,PROPHAGE,ACLAME
gene:proph:160607,PROPHAGE,ACLAME
gene:proph:160608,PROPHAGE,ACLAME
gene:proph:160609,PROPHAGE,ACLAME
gene:proph:160610,PROPHAGE,ACLAME
gene:proph:160611,PROPHAGE,ACLAME
gene:proph:160655,PROPHAGE,ACLAME
gene:proph:160656,PROPHAGE,ACLAME
gene:proph:160657,PROPHAGE,ACLAME
gene:proph:160658,PROPHAGE,ACLAME
gene:proph:160660,PROPHAGE,ACLAME
gene:proph:160661,PROPHAGE,ACLAME
gene:proph:160662,PROPHAGE,ACLAME
gene:proph:160664,PROPHAGE,ACLAME
gene:proph:160665,PROPHAGE,ACLAME
gene:proph:160666,PROPHAGE,ACLAME
gene:proph:160667,PROPHAGE,ACLAME
gene:proph:160668,PROPHAGE,ACLAME
gene:proph:160669,PROPHAGE,ACLAME
gene:proph:160670,PROPHAGE,ACLAME
gene:proph:160671,PROPHAGE,ACLAME
gene:proph:160672,PROPHAGE,ACLAME
gene:proph:160673,PROPHAGE,ACLAME
gene:proph:160674,PROPHAGE,ACLAME
gene:proph:160675,PROPHAGE,ACLAME
gene:proph:160676,PROPHAGE,ACLAME
gene:proph:160680,PROPHAGE,ACLAME
gene:proph:160681,PROPHAGE,ACLAME
gene:proph:160682,PROPHAGE,ACLAME
gene:proph:160696,PROPHAGE,ACLAME
gene:proph:160706,PROPHAGE,ACLAME
gene:proph:160713,PROPHAGE,ACLAME
gene:proph:160714,PROPHAGE,ACLAME
gene:proph:160716,PROPHAGE,ACLAME
gene:proph:160717,PROPHAGE,ACLAME
gene:proph:160721,PROPHAGE,ACLAME
gene:proph:160722,PROPHAGE,ACLAME
gene:proph:160723,PROPHAGE,ACLAME
gene:proph:160724,PROPHAGE,ACLAME
gene:proph:160725,PROPHAGE,ACLAME
gene:proph:160726,PROPHAGE,ACLAME
gene:proph:160749,PROPHAGE,ACLAME
gene:proph:160750,PROPHAGE,ACLAME
gene:proph:160751,PROPHAGE,ACLAME
gene:proph:160752,PROPHAGE,ACLAME
gene:proph:160753,PROPHAGE,ACLAME
gene:proph:160756,PROPHAGE,ACLAME
gene:proph:160757,PROPHAGE,ACLAME
gene:proph:160758,PROPHAGE,ACLAME
gene:proph:160818,IS,ACLAME
gene:proph:160874,PROPHAGE,ACLAME
gene:proph:160882,PROPHAGE,ACLAME
gene:proph:160883,PROPHAGE,ACLAME
gene:proph:160884,PROPHAGE,ACLAME
gene:proph:160885,PROPHAGE,ACLAME
gene:proph:160886,PROPHAGE,ACLAME
gene:proph:160887,PROPHAGE,ACLAME
gene:proph:160888,PROPHAGE,ACLAME
gene:proph:160890,PROPHAGE,ACLAME
gene:proph:160891,PROPHAGE,ACLAME
gene:proph:160892,PROPHAGE,ACLAME
gene:proph:160893,PROPHAGE,ACLAME
gene:proph:160894,PROPHAGE,ACLAME
gene:proph:160895,PROPHAGE,ACLAME
gene:proph:160897,PROPHAGE,ACLAME
gene:proph:160899,PROPHAGE,ACLAME
gene:proph:160900,PROPHAGE,ACLAME
gene:proph:160901,PROPHAGE,ACLAME
gene:proph:160902,PROPHAGE,ACLAME
gene:proph:160903,PROPHAGE,ACLAME
gene:proph:160904,PROPHAGE,ACLAME
gene:proph:160905,PROPHAGE,ACLAME
gene:proph:160907,PROPHAGE,ACLAME
gene:proph:160908,PROPHAGE,ACLAME
gene:proph:160909,PROPHAGE,ACLAME
gene:proph:160958,IS,ACLAME
gene:proph:160959,IS,ACLAME
gene:proph:160976,PROPHAGE,ACLAME
gene:proph:160991,PROPHAGE,ACLAME
gene:proph:161009,PROPHAGE,ACLAME
gene:proph:161165,PROPHAGE,ACLAME
gene:proph:161180,PROPHAGE,ACLAME
gene:proph:161187,PROPHAGE,ACLAME
gene:proph:161344,PROPHAGE,ACLAME
gene:proph:161561,PROPHAGE,ACLAME
gene:proph:161566,PROPHAGE,ACLAME
gene:proph:161570,PROPHAGE,ACLAME
gene:proph:161573,PROPHAGE,ACLAME
gene:proph:161574,PROPHAGE,ACLAME
gene:proph:161575,PROPHAGE,ACLAME
gene:proph:161578,PROPHAGE,ACLAME
gene:proph:161579,PROPHAGE,ACLAME
gene:proph:161580,PROPHAGE,ACLAME
gene:proph:161581,PROPHAGE,ACLAME
gene:proph:161582,PROPHAGE,ACLAME
gene:proph:161584,PROPHAGE,ACLAME
gene:proph:161656,PROPHAGE,ACLAME
gene:proph:161662,PROPHAGE,ACLAME
gene:proph:161663,PROPHAGE,ACLAME
gene:proph:161670,PROPHAGE,ACLAME
gene:proph:161672,PROPHAGE,ACLAME
gene:proph:161673,PROPHAGE,ACLAME
gene:proph:161674,PROPHAGE,ACLAME
gene:proph:161675,PROPHAGE,ACLAME
gene:proph:161678,PROPHAGE,ACLAME
gene:proph:161692,PROPHAGE,ACLAME
gene:proph:161704,PROPHAGE,ACLAME
gene:proph:161705,PROPHAGE,ACLAME
gene:proph:161706,PROPHAGE,ACLAME
gene:proph:161707,VIRUS,ACLAME
gene:proph:161709,PROPHAGE,ACLAME
gene:proph:161716,PROPHAGE,ACLAME
gene:proph:161717,PROPHAGE,ACLAME
gene:proph:161718,PROPHAGE,ACLAME
gene:proph:161722,PROPHAGE,ACLAME
gene:proph:161723,PROPHAGE,ACLAME
gene:proph:161724,PROPHAGE,ACLAME
gene:proph:161725,PROPHAGE,ACLAME
gene:proph:161726,PROPHAGE,ACLAME
gene:proph:161727,PROPHAGE,ACLAME
gene:proph:161728,PROPHAGE,ACLAME
gene:proph:161729,PROPHAGE,ACLAME
gene:proph:161731,PROPHAGE,ACLAME
gene:proph:161733,PROPHAGE,ACLAME
gene:proph:161734,PROPHAGE,ACLAME
gene:proph:161736,PROPHAGE,ACLAME
gene:proph:161741,PROPHAGE,ACLAME
gene:proph:161744,PROPHAGE,ACLAME
gene:proph:161746,PROPHAGE,ACLAME
gene:proph:161747,PROPHAGE,ACLAME
gene:proph:161748,PROPHAGE,ACLAME
gene:proph:161749,PROPHAGE,ACLAME
gene:proph:161841,PROPHAGE,ACLAME
gene:proph:161844,PROPHAGE,ACLAME
gene:proph:161847,PROPHAGE,ACLAME
gene:proph:161848,PROPHAGE,ACLAME
gene:proph:161849,PROPHAGE,ACLAME
gene:proph:161863,PROPHAGE,ACLAME
gene:proph:161865,PROPHAGE,ACLAME
gene:proph:161866,PROPHAGE,ACLAME
gene:proph:161867,PROPHAGE,ACLAME
gene:proph:161868,PROPHAGE,ACLAME
gene:proph:161869,PROPHAGE,ACLAME
gene:proph:161870,PROPHAGE,ACLAME
gene:proph:161874,PROPHAGE,ACLAME
gene:proph:161878,PROPHAGE,ACLAME
gene:proph:161879,PROPHAGE,ACLAME
gene:proph:161883,PROPHAGE,ACLAME
gene:proph:161884,PROPHAGE,ACLAME
gene:proph:161885,PROPHAGE,ACLAME
gene:proph:161888,PROPHAGE,ACLAME
gene:proph:161889,PROPHAGE,ACLAME
gene:proph:161891,PROPHAGE,ACLAME
gene:proph:161897,PROPHAGE,ACLAME
gene:proph:161900,PROPHAGE,ACLAME
gene:proph:161902,PROPHAGE,ACLAME
gene:proph:161903,VIRUS,ACLAME
gene:proph:161905,PROPHAGE,ACLAME
gene:proph:162037,PROPHAGE,ACLAME
gene:proph:162038,PROPHAGE,ACLAME
gene:proph:162039,PROPHAGE,ACLAME
gene:proph:162040,PROPHAGE,ACLAME
gene:proph:162041,PROPHAGE,ACLAME
gene:proph:162042,PROPHAGE,ACLAME
gene:proph:162043,PROPHAGE,ACLAME
gene:proph:162044,PROPHAGE,ACLAME
gene:proph:162045,PROPHAGE,ACLAME
gene:proph:162046,PROPHAGE,ACLAME
gene:proph:162047,PROPHAGE,ACLAME
gene:proph:162048,PROPHAGE,ACLAME
gene:proph:162049,PROPHAGE,ACLAME
gene:proph:162050,PROPHAGE,ACLAME
gene:proph:162052,PROPHAGE,ACLAME
gene:proph:162054,PROPHAGE,ACLAME
gene:proph:162055,PROPHAGE,ACLAME
gene:proph:162056,PROPHAGE,ACLAME
gene:proph:162057,PROPHAGE,ACLAME
gene:proph:162058,PROPHAGE,ACLAME
gene:proph:162059,PROPHAGE,ACLAME
gene:proph:162060,PROPHAGE,ACLAME
gene:proph:162061,PROPHAGE,ACLAME
gene:proph:162062,VIRUS,ACLAME
gene:proph:162063,PROPHAGE,ACLAME
gene:proph:162064,PROPHAGE,ACLAME
gene:proph:162065,PROPHAGE,ACLAME
gene:proph:162066,PROPHAGE,ACLAME
gene:proph:162068,PROPHAGE,ACLAME
gene:proph:162069,PROPHAGE,ACLAME
gene:proph:162070,PROPHAGE,ACLAME
gene:proph:162071,PROPHAGE,ACLAME
gene:proph:162073,PROPHAGE,ACLAME
gene:proph:162075,PROPHAGE,ACLAME
gene:proph:162076,PROPHAGE,ACLAME
gene:proph:162077,PROPHAGE,ACLAME
gene:proph:162079,PROPHAGE,ACLAME
gene:proph:162080,PROPHAGE,ACLAME
gene:proph:162081,PROPHAGE,ACLAME
gene:proph:162083,PROPHAGE,ACLAME
gene:proph:162084,PROPHAGE,ACLAME
gene:proph:162085,PROPHAGE,ACLAME
gene:proph:162086,PROPHAGE,ACLAME
gene:proph:162088,PROPHAGE,ACLAME
gene:proph:162089,PROPHAGE,ACLAME
gene:proph:162090,PROPHAGE,ACLAME
gene:proph:162091,PROPHAGE,ACLAME
gene:proph:162092,PROPHAGE,ACLAME
gene:proph:162093,PROPHAGE,ACLAME
gene:proph:162094,PROPHAGE,ACLAME
gene:proph:162095,PROPHAGE,ACLAME
gene:proph:162096,PROPHAGE,ACLAME
gene:proph:162098,PROPHAGE,ACLAME
gene:proph:162100,PROPHAGE,ACLAME
gene:proph:162103,PROPHAGE,ACLAME
gene:proph:162104,PROPHAGE,ACLAME
gene:proph:162105,PROPHAGE,ACLAME
gene:proph:162106,PROPHAGE,ACLAME
gene:proph:162107,PROPHAGE,ACLAME
gene:proph:162109,PROPHAGE,ACLAME
gene:proph:162110,PROPHAGE,ACLAME
gene:proph:162111,PROPHAGE,ACLAME
gene:proph:162113,PROPHAGE,ACLAME
gene:proph:162114,PROPHAGE,ACLAME
gene:proph:162115,PROPHAGE,ACLAME
gene:proph:162116,PROPHAGE,ACLAME
gene:proph:162117,PROPHAGE,ACLAME
gene:proph:162118,PROPHAGE,ACLAME
gene:proph:162119,PROPHAGE,ACLAME
gene:proph:162120,PROPHAGE,ACLAME
gene:proph:162121,VIRUS,ACLAME
gene:proph:162123,PROPHAGE,ACLAME
gene:proph:162126,PROPHAGE,ACLAME
gene:proph:162127,PROPHAGE,ACLAME
gene:proph:162131,PROPHAGE,ACLAME
gene:proph:162132,PROPHAGE,ACLAME
gene:proph:162133,PROPHAGE,ACLAME
gene:proph:162134,PROPHAGE,ACLAME
gene:proph:162135,PROPHAGE,ACLAME
gene:proph:162137,PROPHAGE,ACLAME
gene:proph:162138,PROPHAGE,ACLAME
gene:proph:162139,PROPHAGE,ACLAME
gene:proph:162140,PROPHAGE,ACLAME
gene:proph:162143,PROPHAGE,ACLAME
gene:proph:162144,PROPHAGE,ACLAME
gene:proph:162146,PROPHAGE,ACLAME
gene:proph:162147,PROPHAGE,ACLAME
gene:proph:162149,PROPHAGE,ACLAME
gene:proph:162153,PROPHAGE,ACLAME
gene:proph:162154,PROPHAGE,ACLAME
gene:proph:162156,PROPHAGE,ACLAME
gene:proph:162157,PROPHAGE,ACLAME
gene:proph:162158,PROPHAGE,ACLAME
gene:proph:162162,PROPHAGE,ACLAME
gene:proph:162168,PROPHAGE,ACLAME
gene:proph:162171,PROPHAGE,ACLAME
gene:proph:162179,PROPHAGE,ACLAME
gene:proph:162222,PROPHAGE,ACLAME
gene:proph:162225,PROPHAGE,ACLAME
gene:proph:162226,PROPHAGE,ACLAME
gene:proph:162244,PROPHAGE,ACLAME
gene:proph:162259,VIRUS,ACLAME
gene:proph:162267,PROPHAGE,ACLAME
gene:proph:162268,PROPHAGE,ACLAME
gene:proph:162277,PROPHAGE,ACLAME
gene:proph:162279,PROPHAGE,ACLAME
gene:proph:162284,PROPHAGE,ACLAME
gene:proph:162285,PROPHAGE,ACLAME
gene:proph:162294,PROPHAGE,ACLAME
gene:proph:162298,PROPHAGE,ACLAME
gene:proph:162299,PROPHAGE,ACLAME
gene:proph:162300,PROPHAGE,ACLAME
gene:proph:162302,PROPHAGE,ACLAME
gene:proph:162303,PROPHAGE,ACLAME
gene:proph:162304,PROPHAGE,ACLAME
gene:proph:162310,PROPHAGE,ACLAME
gene:proph:162312,PROPHAGE,ACLAME
gene:proph:162313,PROPHAGE,ACLAME
gene:proph:162314,PROPHAGE,ACLAME
gene:proph:162316,PROPHAGE,ACLAME
gene:proph:162317,PROPHAGE,ACLAME
gene:proph:162323,PROPHAGE,ACLAME
gene:proph:162325,PROPHAGE,ACLAME
gene:proph:162327,PROPHAGE,ACLAME
gene:proph:162328,PROPHAGE,ACLAME
gene:proph:162329,PROPHAGE,ACLAME
gene:proph:162331,PROPHAGE,ACLAME
gene:proph:162335,PROPHAGE,ACLAME
gene:proph:162353,PROPHAGE,ACLAME
gene:proph:162487,PROPHAGE,ACLAME
gene:proph:162600,PROPHAGE,ACLAME
gene:proph:162610,PROPHAGE,ACLAME
gene:proph:162617,PROPHAGE,ACLAME
gene:proph:162872,PROPHAGE,ACLAME
gene:proph:162884,PROPHAGE,ACLAME
gene:proph:162889,VIRUS,ACLAME
gene:proph:162901,PROPHAGE,ACLAME
gene:proph:162904,PROPHAGE,ACLAME
gene:proph:162905,PROPHAGE,ACLAME
gene:proph:162909,PROPHAGE,ACLAME
gene:proph:162911,PROPHAGE,ACLAME
gene:proph:162917,PROPHAGE,ACLAME
gene:proph:162923,PROPHAGE,ACLAME
gene:proph:162926,PROPHAGE,ACLAME
gene:proph:162933,PROPHAGE,ACLAME
gene:proph:162934,PROPHAGE,ACLAME
gene:proph:162936,PROPHAGE,ACLAME
gene:proph:162937,PROPHAGE,ACLAME
gene:proph:162946,PROPHAGE,ACLAME
gene:proph:162950,TE,ACLAME
gene:proph:162959,PROPHAGE,ACLAME
gene:proph:162964,PROPHAGE,ACLAME
gene:proph:162972,PROPHAGE,ACLAME
gene:proph:162984,TE,ACLAME
gene:proph:163025,PROPHAGE,ACLAME
gene:proph:163027,PROPHAGE,ACLAME
gene:proph:163029,PROPHAGE,ACLAME
gene:proph:163041,PROPHAGE,ACLAME
gene:proph:163042,PROPHAGE,ACLAME
gene:proph:163043,PROPHAGE,ACLAME
gene:proph:163044,PROPHAGE,ACLAME
gene:proph:163045,PROPHAGE,ACLAME
gene:proph:163046,PROPHAGE,ACLAME
gene:proph:163049,PROPHAGE,ACLAME
gene:proph:163051,PROPHAGE,ACLAME
gene:proph:163052,PROPHAGE,ACLAME
gene:proph:163053,PROPHAGE,ACLAME
gene:proph:163054,PROPHAGE,ACLAME
gene:proph:163067,PROPHAGE,ACLAME
gene:proph:163068,PROPHAGE,ACLAME
gene:proph:163070,PROPHAGE,ACLAME
gene:proph:163071,PROPHAGE,ACLAME
gene:proph:163072,PROPHAGE,ACLAME
gene:proph:163073,PROPHAGE,ACLAME
gene:proph:163074,PROPHAGE,ACLAME
gene:proph:163078,PROPHAGE,ACLAME
gene:proph:163079,PROPHAGE,ACLAME
gene:proph:163080,PROPHAGE,ACLAME
gene:proph:163081,PROPHAGE,ACLAME
gene:proph:163082,PROPHAGE,ACLAME
gene:proph:163083,PROPHAGE,ACLAME
gene:proph:163084,PROPHAGE,ACLAME
gene:proph:163085,PROPHAGE,ACLAME
gene:proph:163086,PROPHAGE,ACLAME
gene:proph:163088,PROPHAGE,ACLAME
gene:proph:163089,PROPHAGE,ACLAME
gene:proph:163090,PROPHAGE,ACLAME
gene:proph:163091,PROPHAGE,ACLAME
gene:proph:163092,PROPHAGE,ACLAME
gene:proph:163093,PROPHAGE,ACLAME
gene:proph:163096,PROPHAGE,ACLAME
gene:proph:163111,PROPHAGE,ACLAME
gene:proph:163122,PROPHAGE,ACLAME
gene:proph:163126,PROPHAGE,ACLAME
gene:proph:163129,PROPHAGE,ACLAME
gene:proph:163130,PROPHAGE,ACLAME
gene:proph:163140,PROPHAGE,ACLAME
gene:proph:163142,PROPHAGE,ACLAME
gene:proph:163152,PROPHAGE,ACLAME
gene:proph:163167,VIRUS,ACLAME
gene:proph:163543,PROPHAGE,ACLAME
gene:proph:163666,PROPHAGE,ACLAME
gene:proph:163667,PROPHAGE,ACLAME
gene:proph:163675,PROPHAGE,ACLAME
gene:proph:163677,PROPHAGE,ACLAME
gene:proph:163680,PROPHAGE,ACLAME
gene:proph:163683,PROPHAGE,ACLAME
gene:proph:163684,PROPHAGE,ACLAME
gene:proph:163686,PROPHAGE,ACLAME
gene:proph:163687,PROPHAGE,ACLAME
gene:proph:163761,PROPHAGE,ACLAME
gene:proph:163800,PROPHAGE,ACLAME
gene:proph:163801,PROPHAGE,ACLAME
gene:proph:163803,PROPHAGE,ACLAME
gene:proph:163805,PROPHAGE,ACLAME
gene:proph:163806,PROPHAGE,ACLAME
gene:proph:163807,PROPHAGE,ACLAME
gene:proph:163808,PROPHAGE,ACLAME
gene:proph:163809,PROPHAGE,ACLAME
gene:proph:163810,PROPHAGE,ACLAME
gene:proph:163811,PROPHAGE,ACLAME
gene:proph:163812,PROPHAGE,ACLAME
gene:proph:163814,PROPHAGE,ACLAME
gene:proph:163815,PROPHAGE,ACLAME
gene:proph:163818,PROPHAGE,ACLAME
gene:proph:163819,PROPHAGE,ACLAME
gene:proph:163820,PROPHAGE,ACLAME
gene:proph:163821,PROPHAGE,ACLAME
gene:proph:163822,PROPHAGE,ACLAME
gene:proph:163823,PROPHAGE,ACLAME
gene:proph:163824,PROPHAGE,ACLAME
gene:proph:163825,PROPHAGE,ACLAME
gene:proph:163826,PROPHAGE,ACLAME
gene:proph:163827,PROPHAGE,ACLAME
gene:proph:163828,PROPHAGE,ACLAME
gene:proph:163829,PROPHAGE,ACLAME
gene:proph:163830,PROPHAGE,ACLAME
gene:proph:163831,PROPHAGE,ACLAME
gene:proph:163832,PROPHAGE,ACLAME
gene:proph:163833,PROPHAGE,ACLAME
gene:proph:163834,IS,ACLAME
gene:proph:163835,PROPHAGE,ACLAME
gene:proph:163836,PROPHAGE,ACLAME
gene:proph:163837,PROPHAGE,ACLAME
gene:proph:163838,PROPHAGE,ACLAME
gene:proph:163839,PROPHAGE,ACLAME
gene:proph:163840,PROPHAGE,ACLAME
gene:proph:163841,PROPHAGE,ACLAME
gene:proph:163842,PROPHAGE,ACLAME
gene:proph:163843,PROPHAGE,ACLAME
gene:proph:163845,PROPHAGE,ACLAME
gene:proph:163846,PROPHAGE,ACLAME
gene:proph:163847,PROPHAGE,ACLAME
gene:proph:163849,PROPHAGE,ACLAME
gene:proph:163850,PROPHAGE,ACLAME
gene:proph:163851,PROPHAGE,ACLAME
gene:proph:163852,PROPHAGE,ACLAME
gene:proph:163854,PROPHAGE,ACLAME
gene:proph:163855,PROPHAGE,ACLAME
gene:proph:163856,PROPHAGE,ACLAME
gene:proph:163857,PROPHAGE,ACLAME
gene:proph:163858,PROPHAGE,ACLAME
gene:proph:163859,PROPHAGE,ACLAME
gene:proph:163860,PROPHAGE,ACLAME
gene:proph:163862,PROPHAGE,ACLAME
gene:proph:163863,PROPHAGE,ACLAME
gene:proph:163906,PROPHAGE,ACLAME
gene:proph:163915,PROPHAGE,ACLAME
gene:proph:163916,PROPHAGE,ACLAME
gene:proph:163917,PROPHAGE,ACLAME
gene:proph:163918,PROPHAGE,ACLAME
gene:proph:163919,IS,ACLAME
gene:proph:163920,IS,ACLAME
gene:proph:163921,PROPHAGE,ACLAME
gene:proph:163922,PROPHAGE,ACLAME
gene:proph:163923,PROPHAGE,ACLAME
gene:proph:163924,PROPHAGE,ACLAME
gene:proph:163925,PROPHAGE,ACLAME
gene:proph:163926,PROPHAGE,ACLAME
gene:proph:163927,PROPHAGE,ACLAME
gene:proph:163928,PROPHAGE,ACLAME
gene:proph:163929,PROPHAGE,ACLAME
gene:proph:163930,PROPHAGE,ACLAME
gene:proph:163931,PROPHAGE,ACLAME
gene:proph:163932,PROPHAGE,ACLAME
gene:proph:163933,PROPHAGE,ACLAME
gene:proph:163934,PROPHAGE,ACLAME
gene:proph:163935,PROPHAGE,ACLAME
gene:proph:163936,PROPHAGE,ACLAME
gene:proph:163937,PROPHAGE,ACLAME
gene:proph:163938,PROPHAGE,ACLAME
gene:proph:163939,PROPHAGE,ACLAME
gene:proph:163940,PROPHAGE,ACLAME
gene:proph:163941,PROPHAGE,ACLAME
gene:proph:163942,PROPHAGE,ACLAME
gene:proph:163944,PROPHAGE,ACLAME
gene:proph:163946,PROPHAGE,ACLAME
gene:proph:163947,PROPHAGE,ACLAME
gene:proph:163948,PROPHAGE,ACLAME
gene:proph:163950,PROPHAGE,ACLAME
gene:proph:163953,IS,ACLAME
gene:proph:163954,IS,ACLAME
gene:proph:163956,IS,ACLAME
gene:proph:163958,IS,ACLAME
gene:proph:163959,IS,ACLAME
gene:proph:163961,IS,ACLAME
gene:proph:163965,PROPHAGE,ACLAME
gene:proph:163966,IS,ACLAME
gene:proph:163967,IS,ACLAME
gene:proph:163970,IS,ACLAME
gene:proph:163971,IS,ACLAME
gene:proph:163976,IS,ACLAME
gene:proph:163977,IS,ACLAME
gene:proph:163978,IS,ACLAME
gene:proph:163979,PROPHAGE,ACLAME
gene:proph:163980,PROPHAGE,ACLAME
gene:proph:163981,PROPHAGE,ACLAME
gene:proph:163982,PROPHAGE,ACLAME
gene:proph:163983,PROPHAGE,ACLAME
gene:proph:163986,TE,ACLAME
gene:proph:163987,IS,ACLAME
gene:proph:163988,IS,ACLAME
gene:proph:164020,IS,ACLAME
gene:proph:164074,PROPHAGE,ACLAME
gene:proph:164077,PROPHAGE,ACLAME
gene:proph:164079,PROPHAGE,ACLAME
gene:proph:164087,PROPHAGE,ACLAME
gene:proph:164307,IS,ACLAME
gene:proph:164308,IS,ACLAME
gene:proph:164313,PROPHAGE,ACLAME
gene:proph:164359,PROPHAGE,ACLAME
gene:proph:164369,PROPHAGE,ACLAME
gene:proph:164370,PROPHAGE,ACLAME
gene:proph:164381,PROPHAGE,ACLAME
gene:proph:164383,PROPHAGE,ACLAME
gene:proph:164386,PROPHAGE,ACLAME
gene:proph:164387,PROPHAGE,ACLAME
gene:proph:164393,PROPHAGE,ACLAME
gene:proph:164445,PROPHAGE,ACLAME
gene:proph:164458,PROPHAGE,ACLAME
gene:proph:164529,PROPHAGE,ACLAME
gene:proph:164549,PROPHAGE,ACLAME
gene:proph:164628,PROPHAGE,ACLAME
gene:proph:164712,PROPHAGE,ACLAME
gene:proph:164713,PROPHAGE,ACLAME
gene:proph:164752,PROPHAGE,ACLAME
gene:proph:164753,PROPHAGE,ACLAME
gene:proph:164754,PROPHAGE,ACLAME
gene:proph:164755,PROPHAGE,ACLAME
gene:proph:164756,PROPHAGE,ACLAME
gene:proph:164757,PROPHAGE,ACLAME
gene:proph:164761,PROPHAGE,ACLAME
gene:proph:164763,PROPHAGE,ACLAME
gene:proph:164764,PROPHAGE,ACLAME
gene:proph:164768,PROPHAGE,ACLAME
gene:proph:164776,PROPHAGE,ACLAME
gene:proph:164777,PROPHAGE,ACLAME
gene:proph:164778,PROPHAGE,ACLAME
gene:proph:164782,PROPHAGE,ACLAME
gene:proph:164783,PROPHAGE,ACLAME
gene:proph:164784,PROPHAGE,ACLAME
gene:proph:164785,PROPHAGE,ACLAME
